hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,state,historical_crime_index,safety_score,high_risk
9,1.9,34.1,43.8,0,1,0,1,TAMIL NADU,0.1505,81.4,0
21,7.42,6.6,34.2,0,1,0,0,KARNATAKA,0.2109,81.4,0
15,4.17,57.5,27.9,5,0,0,0,TAMIL NADU,0.1505,100.0,0
14,7.29,3.9,41.4,2,0,1,0,KARNATAKA,0.2109,100.0,0
17,3.33,78.6,24.0,3,0,1,0,UTTAR PRADESH,0.3015,87.6,0
1,2.89,52.6,4.2,4,1,1,0,WEST BENGAL,1.0,67.0,0
22,6.2,1.7,21.1,2,1,1,0,MADHYA PRADESH,0.3,68.9,0
13,5.19,41.2,46.4,6,1,1,0,RAJASTHAN,0.442,96.8,0
22,3.69,7.0,12.9,1,0,0,0,DELHI,0.2655,54.6,1
2,7.07,256.7,29.1,5,0,2,0,MADHYA PRADESH,0.3,37.4,1
5,4.28,75.3,55.5,2,0,0,0,RAJASTHAN,0.442,88.1,0
22,0.4,69.4,11.7,4,0,2,0,GUJARAT,0.2592,60.1,0
16,5.64,27.9,12.7,3,1,1,0,KARNATAKA,0.2109,95.1,0
15,0.79,43.4,7.6,1,1,0,1,KARNATAKA,0.2109,100.0,0
9,4.0,140.3,13.9,3,0,0,1,MAHARASHTRA,0.3375,68.2,0
13,1.78,2.4,38.0,3,0,1,0,DELHI,0.2655,92.4,0
13,2.16,108.7,1.2,6,1,2,0,MAHARASHTRA,0.3375,93.8,0
4,7.84,5.7,53.6,2,0,1,0,MADHYA PRADESH,0.3,33.8,1
13,1.17,90.4,21.0,1,0,1,0,RAJASTHAN,0.442,81.1,0
12,6.13,29.5,26.5,0,0,1,0,TAMIL NADU,0.1505,87.4,0
7,5.21,0.9,7.3,2,0,0,1,KARNATAKA,0.2109,100.0,0
8,1.8,30.5,19.1,3,0,4,1,MADHYA PRADESH,0.3,61.6,0
18,7.5,5.8,8.4,4,0,0,0,WEST BENGAL,1.0,80.7,0
16,1.85,16.5,10.5,1,0,0,0,GUJARAT,0.2592,93.1,0
11,4.27,24.8,7.0,2,0,1,1,TAMIL NADU,0.1505,93.4,0
14,6.39,17.1,14.1,5,0,1,0,UTTAR PRADESH,0.3015,94.9,0
5,6.18,96.3,29.0,3,0,2,0,PUNJAB,0.1003,70.1,0
11,2.76,103.7,24.2,2,0,0,1,KARNATAKA,0.2109,100.0,0
13,6.76,6.6,22.3,3,1,0,1,PUNJAB,0.1003,100.0,0
6,7.71,4.8,14.1,2,1,1,1,PUNJAB,0.1003,96.4,0
4,3.95,6.9,7.6,3,0,0,0,KERALA,0.4749,64.3,0
12,5.32,27.4,1.1,2,0,2,0,KARNATAKA,0.2109,87.0,0
22,3.11,5.8,49.5,4,1,3,0,MADHYA PRADESH,0.3,45.2,1
11,3.03,28.7,2.2,3,0,0,0,UTTAR PRADESH,0.3015,100.0,0
21,3.92,45.9,27.8,1,0,0,0,WEST BENGAL,1.0,57.0,1
20,1.82,26.8,3.6,1,0,0,0,KARNATAKA,0.2109,76.7,0
17,5.61,11.1,2.4,3,0,2,0,WEST BENGAL,1.0,66.2,0
21,1.57,61.6,13.4,0,0,1,0,DELHI,0.2655,55.5,1
9,0.34,20.5,13.1,2,1,1,1,RAJASTHAN,0.442,93.6,0
18,3.68,140.0,10.5,4,0,3,0,MAHARASHTRA,0.3375,77.0,0
3,0.89,53.9,16.4,4,0,0,0,WEST BENGAL,1.0,40.0,1
7,4.63,0.9,81.6,2,0,3,0,MAHARASHTRA,0.3375,60.0,0
13,4.31,110.2,21.6,1,1,2,0,RAJASTHAN,0.442,83.6,0
0,1.36,69.4,1.4,5,0,0,1,UTTAR PRADESH,0.3015,77.1,0
18,2.19,123.9,35.0,3,0,1,0,DELHI,0.2655,97.6,0
22,0.49,21.1,13.4,3,0,3,0,WEST BENGAL,1.0,29.6,1
2,4.87,28.9,11.2,1,0,2,0,RAJASTHAN,0.442,38.9,1
23,2.56,16.9,89.4,1,1,2,0,RAJASTHAN,0.442,39.7,1
2,5.79,120.6,0.9,1,0,1,0,WEST BENGAL,1.0,21.5,1
3,5.15,4.3,23.3,2,0,0,1,UTTAR PRADESH,0.3015,55.5,1
18,3.18,31.1,29.3,1,1,0,0,KARNATAKA,0.2109,90.3,0
16,0.47,13.3,2.1,4,0,2,0,GUJARAT,0.2592,87.7,0
22,2.77,69.5,5.3,1,1,1,0,UTTAR PRADESH,0.3015,65.0,0
10,2.8,208.9,18.3,1,1,0,0,MADHYA PRADESH,0.3,88.8,0
13,2.86,10.7,3.0,4,0,1,0,UTTAR PRADESH,0.3015,83.9,0
3,7.64,44.7,19.2,2,0,3,0,UTTAR PRADESH,0.3015,36.7,1
16,1.57,63.4,31.0,5,0,0,0,HARYANA,0.2359,100.0,0
23,2.38,3.0,4.9,2,0,1,0,WEST BENGAL,1.0,40.2,1
14,6.71,59.1,20.1,3,0,5,0,HARYANA,0.2359,68.1,0
22,7.42,15.4,44.7,1,0,1,0,UTTAR PRADESH,0.3015,54.5,1
9,3.91,23.3,6.3,3,0,0,0,MAHARASHTRA,0.3375,100.0,0
23,4.46,59.8,25.2,2,0,0,1,WEST BENGAL,1.0,19.8,1
12,0.71,114.0,16.9,2,0,0,1,WEST BENGAL,1.0,79.2,0
3,6.52,100.7,15.1,2,1,1,0,PUNJAB,0.1003,64.7,0
8,4.88,0.2,28.4,1,1,2,0,RAJASTHAN,0.442,75.1,0
11,3.99,2.6,8.6,0,0,0,0,DELHI,0.2655,89.6,0
1,2.63,37.9,13.6,0,0,0,0,DELHI,0.2655,56.9,1
21,3.72,9.2,9.6,4,1,0,0,MADHYA PRADESH,0.3,100.0,0
5,5.96,90.8,17.2,5,1,1,0,MAHARASHTRA,0.3375,100.0,0
16,0.92,16.5,22.1,1,1,1,0,WEST BENGAL,1.0,97.0,0
22,4.2,67.8,19.2,2,1,1,0,UTTAR PRADESH,0.3015,48.9,1
10,0.57,74.8,20.8,5,1,0,1,GUJARAT,0.2592,100.0,0
14,6.25,36.4,4.6,4,0,3,0,WEST BENGAL,1.0,36.3,1
12,1.92,171.7,20.4,4,0,1,1,KERALA,0.4749,77.1,0
18,7.26,48.2,0.6,0,0,2,0,MADHYA PRADESH,0.3,63.2,0
0,3.97,112.7,39.8,2,0,1,0,WEST BENGAL,1.0,33.1,1
8,3.82,98.0,0.3,0,1,2,0,KARNATAKA,0.2109,95.1,0
14,3.07,58.1,6.0,2,0,0,1,WEST BENGAL,1.0,79.2,0
2,4.28,17.0,36.5,0,0,4,0,HARYANA,0.2359,34.6,1
20,2.9,12.6,7.3,2,1,2,1,UTTAR PRADESH,0.3015,60.4,0
15,3.07,6.9,0.8,4,1,0,0,PUNJAB,0.1003,100.0,0
0,1.81,51.2,18.2,1,0,1,1,GUJARAT,0.2592,49.1,1
0,2.96,32.9,1.2,3,1,0,1,DELHI,0.2655,75.5,0
3,6.55,2.6,9.6,4,0,0,1,WEST BENGAL,1.0,46.3,1
15,2.19,3.5,13.5,1,0,0,1,DELHI,0.2655,82.7,0
12,6.62,24.2,11.4,2,1,0,1,UTTAR PRADESH,0.3015,100.0,0
11,6.93,1.8,5.9,2,1,1,0,KARNATAKA,0.2109,97.6,0
13,5.43,19.4,2.7,2,0,1,0,RAJASTHAN,0.442,86.0,0
11,0.54,24.1,16.6,1,0,0,0,UTTAR PRADESH,0.3015,83.8,0
8,4.62,9.5,34.2,2,1,1,0,MAHARASHTRA,0.3375,98.0,0
0,6.72,36.1,28.7,1,0,0,1,UTTAR PRADESH,0.3015,60.3,0
0,3.12,32.9,52.0,2,0,0,0,MAHARASHTRA,0.3375,47.6,1
16,2.48,107.6,41.1,3,1,1,1,GUJARAT,0.2592,100.0,0
17,2.77,48.8,18.7,3,0,1,0,UTTAR PRADESH,0.3015,89.8,0
5,3.56,33.3,15.9,5,0,0,0,KARNATAKA,0.2109,93.8,0
5,0.84,7.0,11.7,1,1,1,0,RAJASTHAN,0.442,94.0,0
9,2.13,58.1,2.3,2,0,0,1,KARNATAKA,0.2109,100.0,0
15,5.28,29.4,13.8,0,1,0,0,GUJARAT,0.2592,100.0,0
14,3.94,0.0,4.4,3,0,0,1,MAHARASHTRA,0.3375,96.6,0
13,2.2,65.8,1.2,1,0,0,0,KARNATAKA,0.2109,95.1,0
0,7.47,26.1,68.2,1,1,0,0,HARYANA,0.2359,66.3,0
10,2.58,9.6,1.8,4,0,5,0,GUJARAT,0.2592,100.0,0
18,1.3,171.5,35.4,3,1,1,0,MAHARASHTRA,0.3375,87.6,0
14,1.83,4.8,47.7,3,0,0,0,WEST BENGAL,1.0,70.9,0
19,2.58,43.8,1.0,0,1,0,0,GUJARAT,0.2592,99.9,0
16,4.32,97.9,19.7,1,1,1,1,UTTAR PRADESH,0.3015,90.1,0
21,0.81,21.3,0.8,1,1,2,0,GUJARAT,0.2592,86.3,0
13,6.88,5.4,34.7,0,1,0,1,UTTAR PRADESH,0.3015,87.0,0
13,7.06,27.3,48.9,1,0,1,0,GUJARAT,0.2592,63.8,0
13,2.75,4.0,73.7,2,0,1,0,RAJASTHAN,0.442,83.7,0
6,6.27,148.8,17.9,4,1,0,0,RAJASTHAN,0.442,90.8,0
10,4.92,124.2,14.8,7,1,1,0,PUNJAB,0.1003,100.0,0
4,6.81,2.7,11.9,3,0,1,0,DELHI,0.2655,45.9,1
10,2.43,61.7,21.9,1,0,2,1,HARYANA,0.2359,65.7,0
3,5.0,42.6,67.0,5,1,3,0,KERALA,0.4749,57.4,1
11,0.86,26.9,14.4,3,0,0,0,MAHARASHTRA,0.3375,94.0,0
22,0.37,134.0,7.9,3,1,2,1,UTTAR PRADESH,0.3015,57.9,1
10,7.04,0.7,73.8,0,0,1,0,RAJASTHAN,0.442,81.4,0
17,2.57,76.1,0.9,1,0,2,0,WEST BENGAL,1.0,63.4,0
10,3.73,48.3,17.1,3,0,0,0,UTTAR PRADESH,0.3015,100.0,0
21,2.08,101.7,16.1,3,1,1,1,KERALA,0.4749,81.8,0
5,7.05,24.6,0.3,1,0,0,1,RAJASTHAN,0.442,84.9,0
20,3.26,3.9,2.2,1,1,0,1,RAJASTHAN,0.442,72.4,0
17,1.68,37.9,14.9,1,0,1,0,UTTAR PRADESH,0.3015,86.6,0
21,4.98,191.2,15.6,3,0,1,1,UTTAR PRADESH,0.3015,75.8,0
3,1.88,61.6,24.2,1,0,0,0,UTTAR PRADESH,0.3015,36.4,1
21,2.31,273.5,3.3,4,0,0,0,TAMIL NADU,0.1505,86.4,0
21,5.48,9.1,49.9,3,0,2,0,UTTAR PRADESH,0.3015,63.3,0
7,7.69,6.2,37.7,1,1,2,0,MADHYA PRADESH,0.3,87.2,0
14,6.11,142.9,52.0,4,1,0,0,HARYANA,0.2359,100.0,0
14,1.26,7.6,25.1,2,1,4,0,MADHYA PRADESH,0.3,87.2,0
1,2.71,35.8,29.2,1,0,2,1,TAMIL NADU,0.1505,40.4,1
12,6.43,109.5,0.3,0,1,0,0,MAHARASHTRA,0.3375,82.0,0
15,2.42,41.8,31.1,1,0,1,0,UTTAR PRADESH,0.3015,96.4,0
4,6.0,31.0,15.9,2,0,0,0,UTTAR PRADESH,0.3015,58.2,1
8,3.93,25.1,4.1,0,0,1,1,PUNJAB,0.1003,74.9,0
14,7.11,134.5,26.1,3,1,0,0,MADHYA PRADESH,0.3,100.0,0
22,3.07,31.7,46.3,2,0,1,0,UTTAR PRADESH,0.3015,43.4,1
1,7.5,73.8,1.9,4,0,1,0,MAHARASHTRA,0.3375,55.4,1
22,3.44,33.1,2.8,1,0,0,0,DELHI,0.2655,64.3,0
19,5.89,0.5,43.1,2,1,1,0,TAMIL NADU,0.1505,88.4,0
20,1.8,14.4,39.7,4,1,0,1,MADHYA PRADESH,0.3,88.8,0
1,4.39,65.3,6.5,6,0,1,0,HARYANA,0.2359,70.4,0
13,2.69,46.9,5.0,5,0,0,1,TAMIL NADU,0.1505,95.6,0
8,0.4,13.4,4.6,4,1,1,1,TAMIL NADU,0.1505,100.0,0
22,3.67,108.4,4.4,1,1,0,0,UTTAR PRADESH,0.3015,69.0,0
17,1.63,53.9,15.4,5,1,0,0,RAJASTHAN,0.442,100.0,0
15,7.68,161.1,6.2,3,0,2,0,PUNJAB,0.1003,85.0,0
0,6.53,14.6,48.0,1,0,1,0,MADHYA PRADESH,0.3,39.7,1
21,5.99,160.4,16.6,0,0,1,1,MAHARASHTRA,0.3375,40.8,1
11,3.79,45.6,29.4,5,1,1,0,MADHYA PRADESH,0.3,100.0,0
3,2.3,205.8,9.0,3,0,1,0,RAJASTHAN,0.442,40.9,1
20,2.8,112.4,15.6,3,0,0,1,GUJARAT,0.2592,70.9,0
21,1.87,42.3,1.4,2,1,0,1,UTTAR PRADESH,0.3015,88.4,0
11,4.55,70.0,1.1,0,0,2,0,GUJARAT,0.2592,62.6,0
15,6.55,63.4,65.4,1,1,0,0,WEST BENGAL,1.0,74.0,0
14,1.74,11.9,4.4,5,1,0,0,UTTAR PRADESH,0.3015,100.0,0
7,0.34,7.2,36.6,2,0,1,0,RAJASTHAN,0.442,100.0,0
17,1.27,72.7,21.9,3,0,2,0,GUJARAT,0.2592,76.5,0
23,3.85,101.9,57.8,2,0,0,1,UTTAR PRADESH,0.3015,59.3,0
22,0.44,45.7,2.9,2,1,0,0,RAJASTHAN,0.442,74.9,0
16,3.41,43.0,38.1,1,0,1,0,KARNATAKA,0.2109,74.8,0
8,1.16,4.2,6.1,5,0,0,0,MAHARASHTRA,0.3375,100.0,0
21,1.13,16.5,57.2,4,1,0,0,MAHARASHTRA,0.3375,93.7,0
22,5.79,18.2,3.7,3,1,0,1,UTTAR PRADESH,0.3015,76.4,0
0,8.0,4.2,10.9,3,0,1,0,DELHI,0.2655,55.2,1
8,1.8,96.8,26.0,1,1,0,1,UTTAR PRADESH,0.3015,93.6,0
13,2.07,46.8,20.1,2,0,1,0,UTTAR PRADESH,0.3015,83.6,0
13,2.58,14.5,5.6,6,1,0,0,UTTAR PRADESH,0.3015,100.0,0
17,6.35,19.6,40.3,2,0,0,1,UTTAR PRADESH,0.3015,93.4,0
12,4.2,30.4,18.3,3,1,1,1,UTTAR PRADESH,0.3015,99.0,0
0,4.69,42.0,19.6,0,1,0,0,RAJASTHAN,0.442,59.0,0
3,4.51,83.1,4.7,4,1,1,0,UTTAR PRADESH,0.3015,57.7,1
18,7.52,70.9,16.4,4,0,0,0,MAHARASHTRA,0.3375,100.0,0
16,0.57,8.4,37.1,2,1,1,1,HARYANA,0.2359,100.0,0
15,1.52,6.7,18.1,6,1,2,0,RAJASTHAN,0.442,100.0,0
10,3.24,23.9,13.9,3,1,0,0,UTTAR PRADESH,0.3015,100.0,0
6,4.06,55.6,4.8,2,0,0,0,HARYANA,0.2359,100.0,0
7,1.18,95.8,17.7,6,0,0,0,HARYANA,0.2359,91.0,0
16,7.18,11.2,62.8,2,1,0,0,TAMIL NADU,0.1505,92.1,0
12,5.52,8.8,13.1,2,0,0,1,UTTAR PRADESH,0.3015,100.0,0
3,7.48,141.8,20.1,3,1,1,0,MAHARASHTRA,0.3375,61.0,0
9,7.54,44.0,11.1,0,1,1,0,UTTAR PRADESH,0.3015,89.8,0
19,4.25,23.5,11.1,1,0,0,0,RAJASTHAN,0.442,78.5,0
14,6.87,60.6,3.3,2,0,0,0,MAHARASHTRA,0.3375,81.2,0
20,5.97,134.1,18.3,2,0,0,0,MADHYA PRADESH,0.3,70.4,0
12,3.08,1.5,3.2,1,0,0,0,MAHARASHTRA,0.3375,100.0,0
11,5.36,114.4,58.6,0,0,2,0,MADHYA PRADESH,0.3,48.1,1
22,7.64,13.6,4.1,4,1,2,0,UTTAR PRADESH,0.3015,65.0,0
12,6.18,187.6,3.0,2,0,1,0,MAHARASHTRA,0.3375,75.3,0
3,5.76,1.1,30.9,1,0,1,0,GUJARAT,0.2592,48.1,1
9,2.01,23.2,2.0,0,1,1,1,HARYANA,0.2359,80.7,0
15,6.7,120.9,76.3,3,0,2,0,UTTAR PRADESH,0.3015,66.4,0
8,3.3,1.7,4.2,0,0,2,0,MADHYA PRADESH,0.3,78.2,0
9,5.11,155.4,7.0,1,0,1,0,UTTAR PRADESH,0.3015,74.0,0
20,5.52,13.5,8.2,1,1,0,1,RAJASTHAN,0.442,72.1,0
10,4.27,7.3,6.8,2,1,1,1,KARNATAKA,0.2109,99.2,0
7,1.58,85.5,18.3,1,1,1,0,UTTAR PRADESH,0.3015,94.0,0
2,5.67,62.1,11.5,1,0,0,1,MAHARASHTRA,0.3375,42.5,1
9,2.2,76.0,14.1,2,1,0,0,WEST BENGAL,1.0,86.2,0
18,2.34,22.9,14.3,2,0,0,0,UTTAR PRADESH,0.3015,100.0,0
7,1.28,0.6,12.5,3,0,0,0,RAJASTHAN,0.442,93.7,0
11,5.07,92.0,11.0,1,0,0,0,MAHARASHTRA,0.3375,96.4,0
15,1.2,234.3,38.7,6,1,3,1,KERALA,0.4749,81.4,0
22,2.96,90.8,33.7,3,1,0,1,MADHYA PRADESH,0.3,79.1,0
19,7.15,24.7,3.7,1,0,0,0,MAHARASHTRA,0.3375,77.3,0
6,3.79,17.2,4.8,2,0,1,0,RAJASTHAN,0.442,73.4,0
3,7.19,59.6,22.6,2,0,0,0,MADHYA PRADESH,0.3,63.9,0
16,4.09,7.9,31.8,2,0,0,0,RAJASTHAN,0.442,90.5,0
6,1.68,108.0,9.1,4,0,1,0,WEST BENGAL,1.0,87.3,0
9,6.14,6.8,13.5,3,0,1,0,KARNATAKA,0.2109,91.3,0
2,3.02,61.0,2.6,1,0,1,0,MAHARASHTRA,0.3375,54.7,1
18,7.74,54.7,8.6,0,1,2,0,UTTAR PRADESH,0.3015,77.5,0
3,2.32,182.5,8.5,2,0,1,0,RAJASTHAN,0.442,51.2,1
9,6.63,60.0,2.7,2,0,1,0,RAJASTHAN,0.442,78.4,0
9,4.1,27.7,4.2,2,1,1,0,MAHARASHTRA,0.3375,98.2,0
1,6.78,103.4,3.7,1,1,2,0,HARYANA,0.2359,42.5,1
18,1.71,32.6,2.5,2,0,1,0,UTTAR PRADESH,0.3015,82.8,0
14,5.18,32.3,122.2,1,0,0,0,MADHYA PRADESH,0.3,66.7,0
12,1.17,44.6,6.2,0,0,0,0,TAMIL NADU,0.1505,100.0,0
4,6.5,4.2,12.5,0,1,1,0,RAJASTHAN,0.442,38.7,1
1,2.11,46.9,48.8,2,1,1,0,UTTAR PRADESH,0.3015,62.4,0
1,3.59,88.1,15.2,1,1,0,0,MAHARASHTRA,0.3375,73.8,0
15,5.35,29.5,4.1,2,0,0,0,TAMIL NADU,0.1505,89.8,0
17,3.98,22.9,18.0,4,0,3,1,MAHARASHTRA,0.3375,57.1,1
19,6.3,4.8,3.6,5,0,2,0,KARNATAKA,0.2109,82.5,0
19,5.6,19.3,13.9,0,1,1,1,DELHI,0.2655,54.8,1
9,1.3,6.5,3.8,4,0,0,0,KARNATAKA,0.2109,100.0,0
0,6.26,42.3,12.4,0,1,1,1,PUNJAB,0.1003,58.0,1
5,3.56,123.9,7.7,0,0,0,0,KARNATAKA,0.2109,78.6,0
18,4.9,12.9,63.3,1,1,1,1,DELHI,0.2655,85.8,0
18,1.97,53.0,65.6,2,0,0,0,GUJARAT,0.2592,100.0,0
12,3.56,9.3,3.5,1,1,0,0,KARNATAKA,0.2109,96.5,0
0,6.59,11.1,10.4,4,0,1,0,GUJARAT,0.2592,69.4,0
18,7.43,194.8,7.0,1,1,0,0,KERALA,0.4749,91.8,0
19,7.53,31.6,46.9,2,1,0,0,WEST BENGAL,1.0,60.6,0
5,5.69,76.1,61.0,3,1,1,0,TAMIL NADU,0.1505,93.9,0
19,0.91,113.3,10.6,1,0,1,0,WEST BENGAL,1.0,46.6,1
15,3.71,26.2,9.1,3,0,1,1,DELHI,0.2655,75.6,0
21,1.79,82.3,60.7,2,0,0,0,MAHARASHTRA,0.3375,79.1,0
15,5.67,41.9,7.7,2,1,1,0,GUJARAT,0.2592,100.0,0
2,1.54,0.7,6.1,3,0,1,0,GUJARAT,0.2592,56.2,1
15,7.83,28.2,37.8,2,0,0,0,PUNJAB,0.1003,89.8,0
2,1.8,87.6,1.8,3,0,1,0,UTTAR PRADESH,0.3015,62.7,0
6,0.71,59.7,17.1,5,1,0,0,KARNATAKA,0.2109,100.0,0
20,6.8,4.2,1.1,3,0,0,0,KARNATAKA,0.2109,98.0,0
23,1.86,2.9,12.6,5,1,1,0,KERALA,0.4749,72.3,0
11,0.48,43.7,2.1,3,0,3,0,HARYANA,0.2359,80.7,0
6,4.52,27.8,22.3,2,0,1,0,MADHYA PRADESH,0.3,85.8,0
9,7.76,0.7,46.0,1,1,2,0,MADHYA PRADESH,0.3,72.0,0
5,2.36,21.6,10.0,4,1,1,0,UTTAR PRADESH,0.3015,100.0,0
13,3.45,17.9,1.1,3,1,0,0,PUNJAB,0.1003,100.0,0
10,2.13,66.7,2.7,3,0,1,0,UTTAR PRADESH,0.3015,83.8,0
1,4.6,48.7,6.8,0,1,2,0,KARNATAKA,0.2109,33.2,1
14,2.79,296.9,3.4,2,0,1,0,GUJARAT,0.2592,86.9,0
15,4.85,148.2,11.0,1,1,2,1,MAHARASHTRA,0.3375,70.0,0
16,3.98,54.5,2.9,4,1,2,0,UTTAR PRADESH,0.3015,94.1,0
22,7.45,90.9,11.2,1,0,2,0,UTTAR PRADESH,0.3015,42.2,1
16,5.46,37.3,30.9,3,0,1,0,DELHI,0.2655,76.5,0
16,5.56,203.1,93.0,0,1,0,1,WEST BENGAL,1.0,57.6,1
5,4.05,24.5,11.7,2,1,0,0,RAJASTHAN,0.442,100.0,0
11,2.63,109.8,8.8,1,1,1,1,KARNATAKA,0.2109,76.3,0
10,2.72,63.5,34.0,5,0,2,0,UTTAR PRADESH,0.3015,70.9,0
23,4.18,12.9,36.9,4,0,0,0,HARYANA,0.2359,73.9,0
11,1.78,36.9,0.1,2,0,1,0,UTTAR PRADESH,0.3015,72.5,0
16,1.32,34.4,49.6,0,0,2,0,UTTAR PRADESH,0.3015,70.7,0
12,3.17,4.7,29.7,1,0,0,0,RAJASTHAN,0.442,100.0,0
1,1.3,82.9,21.0,1,0,0,0,WEST BENGAL,1.0,47.3,1
22,2.08,11.7,36.9,1,1,1,1,MAHARASHTRA,0.3375,59.3,0
16,4.42,99.7,12.1,3,1,0,0,KARNATAKA,0.2109,100.0,0
5,6.38,190.3,62.5,2,0,0,0,WEST BENGAL,1.0,73.3,0
1,2.03,48.0,6.7,2,1,0,1,MAHARASHTRA,0.3375,71.4,0
22,6.4,176.8,0.8,2,1,1,0,UTTAR PRADESH,0.3015,53.6,1
7,0.42,29.6,35.4,1,1,1,0,UTTAR PRADESH,0.3015,100.0,0
0,7.98,103.6,49.3,3,1,0,0,KERALA,0.4749,66.3,0
14,4.28,11.1,43.6,1,0,0,0,UTTAR PRADESH,0.3015,82.1,0
0,3.96,22.5,0.4,3,0,0,0,PUNJAB,0.1003,72.3,0
5,5.31,3.2,49.8,1,0,2,0,UTTAR PRADESH,0.3015,73.1,0
21,3.96,4.9,2.5,2,1,2,0,RAJASTHAN,0.442,83.1,0
0,3.44,20.6,31.0,1,1,1,0,UTTAR PRADESH,0.3015,64.1,0
18,3.16,24.0,23.5,0,0,0,0,RAJASTHAN,0.442,62.8,0
14,7.83,182.5,0.6,1,0,0,0,GUJARAT,0.2592,69.3,0
7,6.93,20.5,5.7,3,0,3,0,WEST BENGAL,1.0,51.4,1
6,4.17,68.0,9.9,2,0,0,0,MAHARASHTRA,0.3375,100.0,0
11,6.74,201.4,2.4,5,0,2,0,TAMIL NADU,0.1505,86.3,0
12,1.45,211.0,0.3,4,0,1,0,TAMIL NADU,0.1505,87.8,0
21,4.38,182.4,36.8,1,0,1,0,KERALA,0.4749,49.6,1
6,3.77,197.7,2.1,4,1,0,1,PUNJAB,0.1003,100.0,0
14,2.8,9.4,26.5,4,0,1,0,TAMIL NADU,0.1505,87.4,0
16,7.37,157.6,7.7,2,0,1,1,GUJARAT,0.2592,84.1,0
0,6.71,31.8,21.1,4,0,0,0,GUJARAT,0.2592,57.8,1
21,7.28,54.0,26.1,0,0,1,0,WEST BENGAL,1.0,40.9,1
23,5.19,112.7,1.0,1,1,0,0,KARNATAKA,0.2109,56.8,1
2,3.2,26.2,11.4,3,0,1,0,RAJASTHAN,0.442,56.3,1
6,6.13,140.6,19.3,2,0,2,0,KARNATAKA,0.2109,62.0,0
18,1.14,29.2,3.5,1,0,1,0,PUNJAB,0.1003,81.4,0
19,6.87,113.0,13.8,0,0,1,0,RAJASTHAN,0.442,56.6,1
3,0.52,42.1,40.5,4,0,0,0,DELHI,0.2655,65.8,0
22,6.6,19.8,13.3,2,1,1,1,KERALA,0.4749,47.1,1
7,5.72,36.5,3.0,1,1,0,0,UTTAR PRADESH,0.3015,89.0,0
7,0.98,129.0,8.0,4,1,0,0,WEST BENGAL,1.0,100.0,0
8,1.43,90.5,22.6,3,1,1,0,KERALA,0.4749,90.7,0
16,3.78,5.4,72.3,1,0,0,1,PUNJAB,0.1003,79.0,0
4,2.61,18.9,7.3,3,1,0,1,RAJASTHAN,0.442,64.8,0
13,6.98,26.7,33.1,4,1,0,0,MAHARASHTRA,0.3375,100.0,0
1,1.78,91.6,8.9,2,0,3,0,TAMIL NADU,0.1505,28.8,1
3,3.51,2.2,48.1,3,1,1,1,UTTAR PRADESH,0.3015,66.4,0
18,2.31,4.9,13.4,1,0,1,0,UTTAR PRADESH,0.3015,88.4,0
9,1.28,56.6,19.0,4,0,1,0,RAJASTHAN,0.442,87.4,0
19,2.3,49.4,1.6,1,1,1,0,UTTAR PRADESH,0.3015,67.7,0
17,6.92,26.2,27.6,5,0,2,1,MADHYA PRADESH,0.3,84.8,0
23,5.81,8.8,39.7,1,0,0,1,TAMIL NADU,0.1505,56.1,1
3,7.34,5.2,23.6,3,0,2,0,TAMIL NADU,0.1505,44.1,1
22,3.42,40.0,13.7,1,0,0,0,GUJARAT,0.2592,55.6,1
21,2.15,71.5,0.1,0,1,1,1,MAHARASHTRA,0.3375,66.5,0
10,0.5,64.0,0.1,1,0,2,0,UTTAR PRADESH,0.3015,77.5,0
3,4.11,55.1,73.8,2,0,0,1,RAJASTHAN,0.442,62.0,0
3,0.61,45.2,11.0,2,0,1,0,UTTAR PRADESH,0.3015,48.7,1
12,0.33,69.2,4.8,0,0,2,1,UTTAR PRADESH,0.3015,64.4,0
0,4.96,124.4,19.7,2,0,0,0,UTTAR PRADESH,0.3015,50.7,1
2,1.57,37.8,38.7,0,0,2,1,RAJASTHAN,0.442,29.3,1
12,4.61,38.4,42.9,3,0,0,1,UTTAR PRADESH,0.3015,82.6,0
13,4.72,35.9,61.4,2,0,1,0,TAMIL NADU,0.1505,87.8,0
20,5.87,52.4,19.8,3,1,0,0,TAMIL NADU,0.1505,89.6,0
23,3.25,50.6,8.5,1,0,0,1,KERALA,0.4749,60.6,0
6,5.73,134.5,11.7,3,0,0,0,GUJARAT,0.2592,77.6,0
7,3.12,29.1,9.3,2,1,0,0,MADHYA PRADESH,0.3,100.0,0
4,1.05,22.3,24.6,3,1,2,1,RAJASTHAN,0.442,56.6,1
5,2.69,77.6,9.0,4,0,0,0,MADHYA PRADESH,0.3,100.0,0
10,0.36,260.7,33.2,1,1,0,1,RAJASTHAN,0.442,92.8,0
23,3.86,37.6,4.4,3,0,1,0,MAHARASHTRA,0.3375,64.7,0
21,6.0,89.4,43.0,1,0,0,0,MAHARASHTRA,0.3375,74.5,0
21,6.34,353.2,10.0,2,1,2,0,MAHARASHTRA,0.3375,52.4,1
10,2.09,162.1,11.1,4,0,0,0,UTTAR PRADESH,0.3015,100.0,0
