hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,state,historical_crime_index,safety_score,high_risk
17,5.52,14.0,10.5,3,0,2,0,UTTAR PRADESH,0.7531,63.4,0
17,6.26,1.2,7.8,2,0,1,0,GUJARAT,0.3111,87.5,0
18,3.54,0.7,5.6,1,1,0,0,DELHI,0.1935,100.0,0
5,2.31,39.9,2.9,3,1,0,1,PUNJAB,0.103,100.0,0
20,0.97,2.9,18.1,9,1,1,1,DELHI,0.1935,87.3,0
8,6.28,23.4,4.1,1,1,0,1,HARYANA,0.1936,100.0,0
8,3.5,65.9,15.1,4,0,0,0,UTTAR PRADESH,0.7531,97.8,0
18,4.22,78.9,8.1,8,0,1,0,MAHARASHTRA,0.5215,88.9,0
7,3.91,173.3,1.7,0,0,0,0,UTTAR PRADESH,0.7531,73.0,0
1,3.62,98.1,9.9,1,0,1,0,MADHYA PRADESH,0.5466,19.2,1
17,5.57,15.7,6.3,1,1,1,0,KERALA,0.3503,100.0,0
15,4.99,71.8,49.7,2,0,2,0,MAHARASHTRA,0.5215,69.0,0
13,7.78,53.0,23.9,1,0,1,0,MADHYA PRADESH,0.5466,63.8,0
3,1.37,30.6,8.2,0,1,2,1,UTTAR PRADESH,0.7531,38.9,1
15,4.72,103.9,14.7,6,0,0,0,UTTAR PRADESH,0.7531,92.4,0
4,0.79,30.4,57.9,2,1,0,0,UTTAR PRADESH,0.7531,37.2,1
13,6.52,63.3,16.7,3,0,1,0,RAJASTHAN,0.6835,75.6,0
12,5.05,15.9,46.7,2,0,1,0,KERALA,0.3503,68.1,0
18,3.6,65.0,5.0,1,0,0,1,MAHARASHTRA,0.5215,76.3,0
23,6.48,36.4,37.1,2,0,0,0,GUJARAT,0.3111,48.2,1
4,3.8,29.2,53.0,1,1,1,0,TAMIL NADU,0.2086,58.0,0
2,2.05,36.5,11.1,2,1,0,0,UTTAR PRADESH,0.7531,77.2,0
13,3.94,49.9,12.1,3,0,2,0,UTTAR PRADESH,0.7531,59.9,0
22,0.85,129.7,18.1,2,0,1,0,GUJARAT,0.3111,45.4,1
3,7.21,58.4,21.9,2,0,1,1,UTTAR PRADESH,0.7531,28.4,1
11,5.93,60.4,13.1,3,0,0,0,HARYANA,0.1936,98.5,0
9,6.15,6.4,3.7,1,0,1,0,RAJASTHAN,0.6835,77.8,0
7,7.03,102.6,2.3,1,0,1,0,TAMIL NADU,0.2086,66.2,0
15,6.4,81.1,33.7,4,0,0,0,GUJARAT,0.3111,92.5,0
7,3.63,2.4,4.2,2,0,2,0,UTTAR PRADESH,0.7531,85.1,0
11,1.21,165.6,1.0,0,1,0,0,UTTAR PRADESH,0.7531,85.7,0
20,3.17,23.2,11.2,0,1,0,0,PUNJAB,0.103,90.8,0
9,7.49,3.6,10.0,3,0,1,0,UTTAR PRADESH,0.7531,100.0,0
0,7.61,175.4,40.5,4,0,0,0,MAHARASHTRA,0.5215,58.9,0
21,6.21,15.7,1.3,3,0,1,1,MAHARASHTRA,0.5215,43.0,1
6,1.87,49.3,27.6,2,1,1,0,UTTAR PRADESH,0.7531,100.0,0
18,1.8,68.4,14.0,3,0,1,0,GUJARAT,0.3111,100.0,0
18,7.07,20.3,10.6,2,0,1,0,KARNATAKA,0.2845,100.0,0
12,1.39,109.5,15.6,1,0,1,0,MAHARASHTRA,0.5215,90.4,0
2,4.8,63.0,12.8,1,1,2,0,DELHI,0.1935,64.9,0
22,3.21,59.5,3.2,3,1,0,1,UTTAR PRADESH,0.7531,72.6,0
16,2.63,57.9,4.2,1,1,0,0,RAJASTHAN,0.6835,77.7,0
10,5.52,47.0,24.3,2,1,0,0,MADHYA PRADESH,0.5466,87.3,0
20,7.69,91.3,1.8,6,0,0,0,PUNJAB,0.103,94.3,0
18,6.29,11.9,8.9,1,1,0,0,RAJASTHAN,0.6835,75.1,0
18,4.04,36.1,6.7,3,0,1,0,UTTAR PRADESH,0.7531,83.9,0
4,3.69,33.1,3.4,1,0,0,0,WEST BENGAL,1.0,50.6,1
15,7.29,37.4,21.9,2,1,0,0,GUJARAT,0.3111,100.0,0
6,4.75,81.2,16.7,0,0,0,0,RAJASTHAN,0.6835,88.9,0
1,4.12,64.4,38.7,1,0,0,0,MAHARASHTRA,0.5215,64.8,0
8,5.56,40.7,28.0,3,0,1,0,KARNATAKA,0.2845,80.2,0
2,2.13,49.7,7.4,3,1,0,0,MAHARASHTRA,0.5215,68.4,0
2,0.79,86.6,13.8,0,0,0,0,UTTAR PRADESH,0.7531,55.5,1
17,6.88,147.4,7.1,4,0,2,0,UTTAR PRADESH,0.7531,62.7,0
12,4.98,17.3,12.3,2,0,0,0,MAHARASHTRA,0.5215,84.3,0
9,1.57,100.4,1.6,4,0,1,0,WEST BENGAL,1.0,84.4,0
4,2.59,27.6,38.9,2,1,0,0,DELHI,0.1935,80.9,0
18,7.92,118.7,35.3,0,1,1,0,TAMIL NADU,0.2086,73.6,0
15,5.19,61.7,4.2,1,0,0,1,TAMIL NADU,0.2086,83.3,0
14,5.2,17.8,8.0,2,0,1,0,PUNJAB,0.103,73.5,0
4,0.86,66.5,8.2,1,1,1,0,MAHARASHTRA,0.5215,51.2,1
2,7.76,31.4,2.2,3,1,0,1,MAHARASHTRA,0.5215,80.0,0
2,7.17,22.1,9.5,2,1,1,0,KERALA,0.3503,71.4,0
0,4.52,57.2,17.9,3,1,1,0,UTTAR PRADESH,0.7531,55.2,1
23,2.68,34.3,1.1,2,1,1,0,KARNATAKA,0.2845,56.8,0
8,5.68,8.1,31.8,5,1,1,0,KARNATAKA,0.2845,100.0,0
15,6.72,137.9,42.7,3,1,0,0,RAJASTHAN,0.6835,95.4,0
23,6.35,38.1,42.9,2,0,3,0,WEST BENGAL,1.0,27.4,1
22,7.82,14.8,24.5,2,0,0,0,UTTAR PRADESH,0.7531,33.6,1
7,5.2,17.5,7.2,1,1,0,1,UTTAR PRADESH,0.7531,74.1,0
11,2.77,35.6,3.3,1,0,0,0,WEST BENGAL,1.0,89.6,0
11,4.13,176.0,10.3,6,1,0,0,UTTAR PRADESH,0.7531,94.6,0
0,6.59,53.1,20.3,2,0,0,0,GUJARAT,0.3111,53.1,1
18,2.34,1.8,0.6,1,0,0,0,HARYANA,0.1936,90.6,0
13,2.08,5.0,68.4,1,1,1,1,GUJARAT,0.3111,73.1,0
8,5.88,89.9,39.8,4,0,0,0,UTTAR PRADESH,0.7531,72.6,0
13,3.72,19.0,30.4,0,1,1,1,UTTAR PRADESH,0.7531,69.1,0
17,6.59,100.3,36.6,3,1,1,0,UTTAR PRADESH,0.7531,83.7,0
0,1.41,15.5,7.8,2,1,0,1,RAJASTHAN,0.6835,65.7,0
15,2.88,89.2,11.9,4,1,0,0,KERALA,0.3503,100.0,0
20,2.36,22.1,0.9,4,1,2,1,MAHARASHTRA,0.5215,51.2,1
17,5.67,41.7,16.9,3,0,1,0,UTTAR PRADESH,0.7531,76.1,0
14,6.15,41.4,2.3,5,1,0,0,DELHI,0.1935,100.0,0
2,3.81,40.8,0.0,2,0,0,0,MAHARASHTRA,0.5215,52.6,1
17,3.98,65.7,2.9,2,1,1,1,RAJASTHAN,0.6835,92.2,0
18,1.32,3.4,11.8,3,1,2,0,UTTAR PRADESH,0.7531,80.4,0
11,5.7,22.0,15.3,1,0,0,0,TAMIL NADU,0.2086,96.4,0
13,7.94,4.1,15.6,4,0,2,0,GUJARAT,0.3111,90.2,0
14,6.29,142.5,26.1,3,0,1,1,UTTAR PRADESH,0.7531,62.7,0
2,2.02,36.2,6.1,4,0,1,0,HARYANA,0.1936,75.7,0
6,5.1,83.3,6.7,3,0,1,0,DELHI,0.1935,80.8,0
19,2.57,11.1,45.7,0,0,0,1,DELHI,0.1935,66.3,0
23,0.53,5.3,26.0,3,1,2,1,UTTAR PRADESH,0.7531,36.0,1
6,1.68,40.4,30.8,5,0,0,0,RAJASTHAN,0.6835,94.4,0
9,1.09,40.1,126.8,2,1,1,1,DELHI,0.1935,96.9,0
21,1.81,27.2,55.5,3,1,0,0,UTTAR PRADESH,0.7531,73.5,0
3,6.43,49.7,61.5,2,1,0,0,MADHYA PRADESH,0.5466,46.7,1
6,2.55,16.9,85.5,1,0,0,0,KARNATAKA,0.2845,78.8,0
1,6.13,144.2,16.8,2,0,1,1,RAJASTHAN,0.6835,25.8,1
5,7.61,13.8,12.4,0,1,0,0,GUJARAT,0.3111,100.0,0
15,4.72,63.5,0.4,1,1,1,0,KERALA,0.3503,81.3,0
8,4.04,156.3,31.8,2,0,0,0,KARNATAKA,0.2845,99.2,0
23,6.08,20.5,57.2,2,0,1,0,MAHARASHTRA,0.5215,46.2,1
21,1.05,63.6,15.7,3,0,1,0,HARYANA,0.1936,87.1,0
21,3.6,15.2,1.4,4,0,1,0,WEST BENGAL,1.0,80.1,0
17,4.14,106.1,4.0,3,0,1,0,KARNATAKA,0.2845,85.6,0
16,6.7,9.7,1.6,5,0,0,0,GUJARAT,0.3111,100.0,0
12,6.57,48.3,13.0,2,0,1,0,KARNATAKA,0.2845,69.9,0
23,6.83,88.8,26.7,1,0,0,0,UTTAR PRADESH,0.7531,28.8,1
2,5.67,29.5,37.3,3,0,1,0,RAJASTHAN,0.6835,41.3,1
17,4.39,76.2,36.2,4,0,1,1,UTTAR PRADESH,0.7531,69.0,0
3,6.67,209.2,1.1,4,1,0,0,WEST BENGAL,1.0,54.5,1
8,7.02,14.8,6.6,3,0,1,1,WEST BENGAL,1.0,69.8,0
6,4.0,92.8,2.9,3,0,0,0,MADHYA PRADESH,0.5466,90.1,0
14,7.89,214.3,12.2,2,1,0,0,MAHARASHTRA,0.5215,90.3,0
18,7.04,38.5,40.6,4,0,3,0,GUJARAT,0.3111,67.3,0
1,4.23,6.3,2.4,2,1,2,1,HARYANA,0.1936,47.2,1
14,0.83,31.0,55.9,2,1,0,0,UTTAR PRADESH,0.7531,100.0,0
5,2.03,4.9,20.4,2,0,3,0,KARNATAKA,0.2845,74.1,0
1,6.28,99.5,2.7,1,0,1,1,TAMIL NADU,0.2086,34.7,1
10,1.16,72.4,2.3,1,0,2,0,WEST BENGAL,1.0,64.5,0
13,3.92,25.9,1.4,2,0,1,0,UTTAR PRADESH,0.7531,81.4,0
4,4.96,10.1,0.3,1,1,1,0,GUJARAT,0.3111,48.6,1
9,7.06,169.7,69.2,2,1,1,0,PUNJAB,0.103,92.8,0
22,6.82,22.8,22.7,3,1,0,0,KARNATAKA,0.2845,67.0,0
8,6.18,102.3,27.0,2,0,0,1,KERALA,0.3503,82.2,0
23,3.44,78.3,23.6,3,1,0,0,PUNJAB,0.103,68.5,0
20,1.4,120.7,55.3,5,1,0,0,MAHARASHTRA,0.5215,94.0,0
8,5.46,49.8,155.1,7,0,0,0,TAMIL NADU,0.2086,100.0,0
13,1.7,77.3,1.5,1,1,1,0,WEST BENGAL,1.0,83.6,0
17,4.62,26.6,19.0,2,0,1,1,PUNJAB,0.103,70.6,0
11,7.85,64.5,36.3,5,0,1,0,RAJASTHAN,0.6835,87.2,0
9,4.54,160.8,23.0,5,0,0,0,MAHARASHTRA,0.5215,100.0,0
7,5.27,28.2,16.1,2,1,0,0,DELHI,0.1935,100.0,0
3,5.52,7.4,40.6,4,1,0,0,UTTAR PRADESH,0.7531,67.6,0
0,6.69,4.7,0.8,4,1,1,0,GUJARAT,0.3111,71.6,0
8,3.65,130.0,57.1,2,1,3,0,MAHARASHTRA,0.5215,60.1,0
19,4.13,205.7,33.6,2,1,1,1,PUNJAB,0.103,72.8,0
5,1.65,111.5,0.1,2,1,2,0,HARYANA,0.1936,94.6,0
4,5.03,27.8,52.6,0,0,1,0,UTTAR PRADESH,0.7531,22.4,1
7,2.58,28.7,14.4,2,1,2,1,KARNATAKA,0.2845,82.8,0
14,4.21,30.2,29.9,3,0,1,0,MAHARASHTRA,0.5215,70.8,0
5,6.2,123.0,70.8,1,1,0,0,MADHYA PRADESH,0.5466,80.9,0
5,0.44,88.1,0.8,2,0,0,0,TAMIL NADU,0.2086,100.0,0
2,4.64,49.0,1.6,0,0,0,1,GUJARAT,0.3111,50.3,1
7,1.64,17.3,3.6,1,1,0,0,RAJASTHAN,0.6835,94.7,0
5,2.45,15.0,1.4,1,0,0,0,UTTAR PRADESH,0.7531,80.5,0
19,0.57,111.9,25.6,1,0,2,0,KARNATAKA,0.2845,58.5,0
21,1.6,8.5,8.4,4,0,2,0,MADHYA PRADESH,0.5466,73.0,0
8,7.9,23.2,17.2,0,0,0,0,WEST BENGAL,1.0,62.0,0
2,7.99,39.2,33.4,3,0,1,0,RAJASTHAN,0.6835,37.7,1
2,5.84,36.3,158.9,2,0,2,0,MAHARASHTRA,0.5215,22.7,1
7,5.01,113.0,2.5,0,0,2,0,DELHI,0.1935,61.0,0
11,6.28,3.2,13.2,1,0,0,0,RAJASTHAN,0.6835,80.9,0
12,7.2,121.9,12.5,2,0,0,0,MAHARASHTRA,0.5215,82.5,0
7,4.3,23.6,10.4,1,0,2,0,KERALA,0.3503,65.6,0
8,0.57,69.6,18.4,2,0,0,0,RAJASTHAN,0.6835,80.8,0
6,5.76,101.4,13.1,3,1,1,1,KARNATAKA,0.2845,85.8,0
12,7.88,8.0,9.0,1,0,0,0,UTTAR PRADESH,0.7531,85.2,0
16,2.29,9.0,20.8,5,1,1,1,DELHI,0.1935,100.0,0
1,3.87,152.2,6.5,0,1,0,1,KARNATAKA,0.2845,55.1,1
11,3.08,52.3,10.2,3,1,0,1,HARYANA,0.1936,100.0,0
15,3.31,43.3,4.2,4,0,3,0,UTTAR PRADESH,0.7531,50.0,1
16,5.85,13.7,4.8,3,1,3,0,WEST BENGAL,1.0,66.9,0
13,3.21,10.4,4.9,3,0,1,0,GUJARAT,0.3111,91.3,0
12,7.55,31.1,14.9,2,0,2,0,UTTAR PRADESH,0.7531,68.0,0
16,6.38,109.3,5.1,0,1,1,0,UTTAR PRADESH,0.7531,73.7,0
9,0.51,81.1,5.5,1,0,0,1,RAJASTHAN,0.6835,87.7,0
13,6.6,11.2,32.2,1,1,0,0,KERALA,0.3503,100.0,0
7,6.25,59.8,38.5,3,0,2,1,KARNATAKA,0.2845,89.2,0
10,4.28,3.9,5.6,2,0,1,1,TAMIL NADU,0.2086,91.9,0
2,4.13,111.8,17.1,1,1,1,0,KARNATAKA,0.2845,59.5,0
8,6.73,42.8,18.5,2,1,2,0,WEST BENGAL,1.0,67.3,0
3,3.57,9.0,0.6,2,1,1,0,WEST BENGAL,1.0,53.2,1
5,1.53,53.0,0.9,3,0,1,0,MAHARASHTRA,0.5215,78.2,0
10,2.71,29.6,21.8,1,0,3,0,TAMIL NADU,0.2086,64.1,0
12,2.34,48.2,2.8,2,1,1,0,UTTAR PRADESH,0.7531,80.8,0
22,5.54,130.5,22.5,1,1,1,0,HARYANA,0.1936,44.1,1
0,1.68,105.6,9.4,6,0,2,1,GUJARAT,0.3111,38.7,1
21,5.26,102.1,2.8,1,0,0,1,MAHARASHTRA,0.5215,56.1,0
7,3.89,115.6,40.4,2,1,0,0,MADHYA PRADESH,0.5466,100.0,0
17,6.77,27.3,8.7,1,1,0,0,RAJASTHAN,0.6835,81.4,0
16,4.03,239.4,6.5,4,1,0,0,PUNJAB,0.103,100.0,0
23,7.46,33.2,17.3,2,1,1,0,HARYANA,0.1936,47.9,1
2,7.23,297.5,24.2,1,0,1,0,KERALA,0.3503,31.1,1
23,1.73,26.4,4.9,2,0,0,0,MAHARASHTRA,0.5215,48.7,1
1,5.58,14.1,26.4,2,0,2,0,UTTAR PRADESH,0.7531,29.1,1
21,1.95,43.6,1.2,1,0,1,0,UTTAR PRADESH,0.7531,59.0,0
15,6.64,0.1,16.4,1,1,2,0,RAJASTHAN,0.6835,65.6,0
11,5.2,51.7,14.6,2,1,1,0,RAJASTHAN,0.6835,87.3,0
9,2.56,115.0,19.8,4,0,0,1,RAJASTHAN,0.6835,83.7,0
2,2.22,2.9,35.9,2,0,0,1,PUNJAB,0.103,76.6,0
19,3.61,112.1,41.0,1,0,1,0,RAJASTHAN,0.6835,49.4,1
17,6.47,50.6,134.1,2,1,0,0,RAJASTHAN,0.6835,93.5,0
22,6.43,27.7,28.5,2,1,0,0,GUJARAT,0.3111,61.0,0
17,0.56,160.1,8.5,2,0,1,1,MADHYA PRADESH,0.5466,100.0,0
22,2.63,1.7,33.1,3,1,1,0,GUJARAT,0.3111,82.5,0
21,3.56,58.1,36.3,2,1,0,0,TAMIL NADU,0.2086,89.3,0
10,4.81,38.1,36.3,2,0,2,0,HARYANA,0.1936,74.8,0
16,1.45,59.7,1.7,3,0,3,0,TAMIL NADU,0.2086,78.4,0
6,2.88,124.3,52.3,3,0,0,1,WEST BENGAL,1.0,67.7,0
19,7.12,78.5,13.3,1,0,2,0,KARNATAKA,0.2845,45.1,1
14,3.97,13.8,23.5,2,1,1,1,MAHARASHTRA,0.5215,64.5,0
10,6.03,14.3,50.9,2,0,1,0,MAHARASHTRA,0.5215,75.1,0
15,4.03,66.0,21.8,1,0,0,0,WEST BENGAL,1.0,63.4,0
6,3.88,59.2,10.4,1,0,0,0,UTTAR PRADESH,0.7531,87.0,0
14,5.09,13.6,20.7,1,1,1,0,GUJARAT,0.3111,94.7,0
11,2.3,154.6,42.3,2,0,3,0,UTTAR PRADESH,0.7531,59.4,0
7,2.22,134.6,8.6,1,0,0,0,UTTAR PRADESH,0.7531,79.7,0
23,7.92,0.6,2.5,2,1,1,0,UTTAR PRADESH,0.7531,48.2,1
1,6.99,13.6,4.9,2,1,0,1,DELHI,0.1935,58.4,0
18,5.98,25.4,54.5,2,0,0,0,MAHARASHTRA,0.5215,80.7,0
5,1.36,37.2,7.6,3,0,2,0,TAMIL NADU,0.2086,73.6,0
5,0.53,24.3,6.9,1,0,0,0,DELHI,0.1935,85.4,0
3,1.65,15.7,18.6,1,0,1,0,RAJASTHAN,0.6835,41.4,1
2,7.52,10.3,6.3,2,1,1,0,KARNATAKA,0.2845,60.7,0
2,6.59,59.4,24.9,0,1,0,0,UTTAR PRADESH,0.7531,60.8,0
19,4.33,84.0,26.1,2,0,0,0,UTTAR PRADESH,0.7531,71.6,0
22,7.76,52.9,32.7,1,0,0,1,TAMIL NADU,0.2086,56.9,0
14,1.43,12.1,4.7,1,1,0,0,HARYANA,0.1936,100.0,0
0,4.61,71.0,6.3,5,1,1,0,UTTAR PRADESH,0.7531,65.4,0
20,1.71,1.2,22.0,2,0,1,0,MADHYA PRADESH,0.5466,64.3,0
14,2.66,253.6,13.3,1,1,1,0,UTTAR PRADESH,0.7531,71.4,0
12,7.54,110.5,10.8,1,1,0,0,MADHYA PRADESH,0.5466,79.8,0
22,6.99,16.4,0.4,0,0,1,0,MADHYA PRADESH,0.5466,32.8,1
9,1.08,4.2,3.1,2,0,1,1,MADHYA PRADESH,0.5466,87.6,0
8,2.22,24.4,11.8,3,0,0,0,MADHYA PRADESH,0.5466,88.5,0
18,4.88,58.7,40.0,2,0,1,0,RAJASTHAN,0.6835,84.8,0
12,0.77,71.5,45.3,4,0,1,1,TAMIL NADU,0.2086,83.1,0
17,4.54,17.3,11.1,6,0,0,1,TAMIL NADU,0.2086,100.0,0
16,4.8,53.7,17.1,3,0,0,0,TAMIL NADU,0.2086,100.0,0
20,2.54,5.2,19.2,2,0,1,1,RAJASTHAN,0.6835,57.2,0
7,2.56,89.1,6.0,4,0,1,0,MAHARASHTRA,0.5215,91.2,0
1,2.06,46.5,1.9,2,1,0,0,MAHARASHTRA,0.5215,57.5,0
11,7.5,44.1,7.4,3,0,2,0,RAJASTHAN,0.6835,59.9,0
15,3.29,33.1,5.3,3,0,0,0,UTTAR PRADESH,0.7531,98.6,0
19,4.81,103.7,16.4,3,1,0,0,MAHARASHTRA,0.5215,71.5,0
6,2.62,135.8,19.2,0,0,0,0,KARNATAKA,0.2845,100.0,0
17,5.71,9.1,9.8,3,1,1,1,UTTAR PRADESH,0.7531,81.2,0
19,1.08,24.9,16.0,1,1,0,0,GUJARAT,0.3111,76.7,0
19,0.85,0.8,10.1,1,1,1,0,WEST BENGAL,1.0,76.2,0
19,6.03,21.9,9.0,0,0,0,1,KARNATAKA,0.2845,48.9,1
23,5.9,17.4,7.9,2,1,1,0,WEST BENGAL,1.0,43.1,1
15,2.34,4.6,59.6,3,0,1,0,WEST BENGAL,1.0,69.7,0
8,3.03,4.8,5.0,5,1,0,0,MADHYA PRADESH,0.5466,100.0,0
10,7.67,77.2,10.4,0,1,1,0,KERALA,0.3503,77.6,0
17,1.1,28.6,21.2,2,1,1,0,WEST BENGAL,1.0,94.7,0
5,1.71,71.6,1.0,2,0,0,1,WEST BENGAL,1.0,100.0,0
14,3.61,31.0,7.2,2,1,0,0,MADHYA PRADESH,0.5466,100.0,0
13,2.47,34.3,1.1,3,0,0,0,KARNATAKA,0.2845,100.0,0
15,5.3,51.1,0.5,2,0,0,0,RAJASTHAN,0.6835,93.1,0
10,5.62,4.7,4.1,2,0,1,1,WEST BENGAL,1.0,72.4,0
17,4.35,72.5,10.6,4,0,0,0,WEST BENGAL,1.0,100.0,0
1,5.01,5.6,27.6,1,0,0,0,KERALA,0.3503,64.5,0
17,3.64,7.3,9.6,6,0,0,1,WEST BENGAL,1.0,84.6,0
19,6.15,6.6,7.6,4,0,1,1,WEST BENGAL,1.0,50.3,1
21,0.62,54.5,18.8,2,1,2,0,PUNJAB,0.103,85.8,0
22,2.71,16.1,48.6,2,0,0,1,MAHARASHTRA,0.5215,45.4,1
8,5.57,46.8,4.0,1,0,1,0,UTTAR PRADESH,0.7531,92.8,0
1,2.84,40.5,13.1,6,0,2,0,UTTAR PRADESH,0.7531,42.9,1
15,0.9,32.1,0.9,4,0,0,0,RAJASTHAN,0.6835,87.9,0
2,2.96,10.1,37.9,2,0,0,0,RAJASTHAN,0.6835,47.2,1
6,5.78,1.9,12.3,0,1,1,1,MAHARASHTRA,0.5215,78.7,0
16,1.24,32.0,3.2,3,1,0,0,KARNATAKA,0.2845,100.0,0
14,5.88,76.9,8.1,2,1,1,0,KARNATAKA,0.2845,74.9,0
14,6.27,21.2,12.0,2,0,2,1,RAJASTHAN,0.6835,45.1,1
18,5.19,24.3,6.7,6,0,0,0,MADHYA PRADESH,0.5466,93.9,0
3,2.18,32.1,19.1,2,1,0,1,UTTAR PRADESH,0.7531,47.0,1
18,6.5,34.4,24.9,0,1,1,1,KERALA,0.3503,79.0,0
14,1.95,15.2,0.3,2,0,2,0,UTTAR PRADESH,0.7531,63.6,0
10,7.27,34.2,9.4,2,0,0,0,MADHYA PRADESH,0.5466,78.3,0
11,5.74,118.4,24.6,3,0,1,0,UTTAR PRADESH,0.7531,73.3,0
12,0.72,10.5,22.8,3,1,0,0,TAMIL NADU,0.2086,100.0,0
13,6.45,46.9,17.2,1,0,0,0,MAHARASHTRA,0.5215,73.6,0
8,4.2,115.5,30.5,0,0,0,1,KARNATAKA,0.2845,61.6,0
5,3.79,202.8,7.6,2,1,0,0,UTTAR PRADESH,0.7531,77.0,0
4,3.54,63.4,39.7,2,1,0,0,HARYANA,0.1936,66.6,0
8,4.97,31.8,1.3,4,0,1,0,WEST BENGAL,1.0,75.3,0
6,5.88,3.6,4.6,2,0,1,0,KARNATAKA,0.2845,82.3,0
12,7.2,0.3,1.0,3,1,2,0,DELHI,0.1935,100.0,0
21,2.4,15.6,13.9,0,1,0,0,PUNJAB,0.103,90.0,0
2,5.16,27.4,24.1,0,1,1,0,UTTAR PRADESH,0.7531,43.1,1
7,5.58,160.3,9.4,3,0,0,0,UTTAR PRADESH,0.7531,92.4,0
1,5.5,40.3,5.7,2,0,0,0,UTTAR PRADESH,0.7531,39.3,1
23,4.1,48.1,5.1,4,0,1,1,UTTAR PRADESH,0.7531,43.6,1
16,3.31,55.3,18.7,4,1,2,0,MADHYA PRADESH,0.5466,100.0,0
5,6.17,13.2,10.6,3,0,1,0,PUNJAB,0.103,89.8,0
9,2.61,5.2,63.0,2,1,0,0,PUNJAB,0.103,95.7,0
17,1.9,17.8,17.2,3,0,1,0,WEST BENGAL,1.0,81.9,0
22,4.5,141.1,21.5,1,0,1,0,TAMIL NADU,0.2086,52.8,1
13,2.36,7.0,1.1,2,0,0,1,DELHI,0.1935,100.0,0
6,0.56,18.9,71.5,3,0,1,0,KERALA,0.3503,87.0,0
16,0.7,22.6,8.0,6,1,0,0,UTTAR PRADESH,0.7531,100.0,0
16,5.65,63.3,80.1,2,0,2,1,WEST BENGAL,1.0,62.2,0
15,7.79,49.5,8.1,1,0,1,0,GUJARAT,0.3111,62.9,0
1,3.8,63.2,32.6,1,1,0,0,UTTAR PRADESH,0.7531,51.8,1
16,1.43,60.4,0.1,1,0,0,0,MAHARASHTRA,0.5215,93.1,0
0,6.6,60.0,9.7,1,0,1,0,PUNJAB,0.103,32.5,1
21,2.31,7.9,6.2,0,0,1,0,PUNJAB,0.103,68.7,0
21,7.97,230.9,5.0,1,1,0,1,HARYANA,0.1936,76.3,0
13,4.64,81.0,7.2,3,0,0,0,GUJARAT,0.3111,93.8,0
15,2.09,20.9,7.1,1,0,0,0,UTTAR PRADESH,0.7531,88.3,0
1,4.12,89.4,16.2,5,1,1,1,UTTAR PRADESH,0.7531,58.8,0
20,2.88,139.2,4.5,3,0,2,0,MADHYA PRADESH,0.5466,53.3,1
6,6.3,157.6,9.4,1,0,2,0,MADHYA PRADESH,0.5466,44.2,1
6,1.11,121.6,3.9,1,0,0,1,WEST BENGAL,1.0,77.4,0
16,6.9,38.6,5.8,3,0,0,0,TAMIL NADU,0.2086,91.7,0
22,6.21,19.1,29.0,2,0,3,1,MAHARASHTRA,0.5215,35.2,1
11,6.93,20.0,0.0,1,0,1,0,KARNATAKA,0.2845,75.4,0
12,7.19,170.6,48.2,1,1,2,0,MAHARASHTRA,0.5215,49.5,1
13,2.07,116.1,8.0,1,0,1,1,MAHARASHTRA,0.5215,72.5,0
6,4.31,36.0,9.2,2,1,2,0,RAJASTHAN,0.6835,82.8,0
14,6.84,30.1,51.6,1,0,1,1,UTTAR PRADESH,0.7531,66.7,0
23,3.21,28.9,12.9,4,0,0,0,DELHI,0.1935,67.3,0
9,0.77,57.9,53.6,3,1,0,0,MAHARASHTRA,0.5215,100.0,0
18,2.55,164.4,11.0,5,1,2,0,UTTAR PRADESH,0.7531,88.5,0
18,2.16,19.1,0.9,1,0,0,0,KARNATAKA,0.2845,88.4,0
20,7.0,78.0,8.7,3,1,0,1,MADHYA PRADESH,0.5466,89.0,0
17,3.87,47.8,12.3,2,1,0,0,RAJASTHAN,0.6835,87.6,0
22,5.56,46.6,45.4,1,1,0,0,UTTAR PRADESH,0.7531,53.9,1
17,7.71,156.6,32.6,1,0,1,0,UTTAR PRADESH,0.7531,55.5,1
23,2.6,128.2,1.0,1,0,0,0,TAMIL NADU,0.2086,49.5,1
17,6.16,72.4,12.9,3,1,0,0,UTTAR PRADESH,0.7531,100.0,0
20,0.48,29.5,39.0,1,0,1,0,RAJASTHAN,0.6835,61.6,0
21,1.1,46.0,30.4,2,0,1,0,RAJASTHAN,0.6835,78.0,0
23,1.55,1.2,2.2,3,0,1,1,MADHYA PRADESH,0.5466,67.5,0
14,2.71,69.2,23.0,2,1,0,1,RAJASTHAN,0.6835,94.1,0
17,3.4,130.0,50.8,4,0,0,1,DELHI,0.1935,92.5,0
23,3.97,34.6,24.3,3,1,0,0,UTTAR PRADESH,0.7531,77.2,0
9,2.19,101.4,42.2,1,0,3,0,MADHYA PRADESH,0.5466,52.3,1
2,0.81,6.9,32.3,5,1,1,1,MAHARASHTRA,0.5215,76.5,0
21,5.52,73.6,14.2,1,0,0,0,MAHARASHTRA,0.5215,67.2,0
15,0.48,12.7,9.1,4,0,0,0,RAJASTHAN,0.6835,76.3,0
